テストケースID,元テスト設計ID,テスト観点ID,テストアプローチID,実行区分,テストレベル/タイプ,優先度,テストケース名,前提条件,入力データ,手順,期待結果,確認方法・証跡,関連質問ID,仕様,リスクID,状態,実行結果,実行日時,実行コマンド,ブラウザ/プロジェクト結果,Bug ID,実行メモ
TC-E2E-080,TD088,TV088,TA002,E2E自動,E2E,高,TD088 1分派生09,TaskFilters、README の仕様を確認できるテストデータを用意し、対象設計 TD088 の条件を再現する。,1分派生09。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td088_080@example.test、対象データ名は TC-E2E-080 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,ステータス5値、優先度4値、カテゴリ、キーワード、予定/実績日付範囲、未スケジュール条件を単独および高リスク組合せで絞り込めること のうち「1分派生09」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,TaskFilters、README,"R002, R007, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-081,TD088,TV088,TA002,E2E自動,E2E,高,TD088 1分派生10,TaskFilters、README の仕様を確認できるテストデータを用意し、対象設計 TD088 の条件を再現する。,1分派生10。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td088_081@example.test、対象データ名は TC-E2E-081 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,ステータス5値、優先度4値、カテゴリ、キーワード、予定/実績日付範囲、未スケジュール条件を単独および高リスク組合せで絞り込めること のうち「1分派生10」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,TaskFilters、README,"R002, R007, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-082,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S001 ログイン画面 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S001 ログイン画面 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_082@example.test、対象データ名は TC-E2E-082 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S001 ログイン画面 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-083,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S101 タスク一覧画面 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S101 タスク一覧画面 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_083@example.test、対象データ名は TC-E2E-083 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S101 タスク一覧画面 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-084,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S102 新規タスク作成ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S102 新規タスク作成ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_084@example.test、対象データ名は TC-E2E-084 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S102 新規タスク作成ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-085,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S103 新規定常タスク作成ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S103 新規定常タスク作成ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_085@example.test、対象データ名は TC-E2E-085 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S103 新規定常タスク作成ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-086,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S104 タスク編集ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S104 タスク編集ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_086@example.test、対象データ名は TC-E2E-086 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S104 タスク編集ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-087,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S105 新しい分類を追加ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S105 新しい分類を追加ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_087@example.test、対象データ名は TC-E2E-087 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S105 新しい分類を追加ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-088,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S106 開始実績時間入力ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S106 開始実績時間入力ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_088@example.test、対象データ名は TC-E2E-088 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S106 開始実績時間入力ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-089,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S107 タスク中断ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S107 タスク中断ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_089@example.test、対象データ名は TC-E2E-089 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S107 タスク中断ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-090,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S108 タスク再開ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S108 タスク再開ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_090@example.test、対象データ名は TC-E2E-090 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S108 タスク再開ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-091,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S109 終了実績時間入力ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S109 終了実績時間入力ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_091@example.test、対象データ名は TC-E2E-091 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S109 終了実績時間入力ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-092,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S110 出力項目選択ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S110 出力項目選択ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_092@example.test、対象データ名は TC-E2E-092 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S110 出力項目選択ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-093,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S111 当日タスク実績レポートダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S111 当日タスク実績レポートダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_093@example.test、対象データ名は TC-E2E-093 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S111 当日タスク実績レポートダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-094,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S112 タスク削除確認ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S112 タスク削除確認ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_094@example.test、対象データ名は TC-E2E-094 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S112 タスク削除確認ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-095,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S113 定常タスク削除確認ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S113 定常タスク削除確認ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_095@example.test、対象データ名は TC-E2E-095 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S113 定常タスク削除確認ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-096,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S114 タスク一括削除確認エリア 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S114 タスク一括削除確認エリア 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_096@example.test、対象データ名は TC-E2E-096 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S114 タスク一括削除確認エリア 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-097,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S200 カレンダー画面 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S200 カレンダー画面 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_097@example.test、対象データ名は TC-E2E-097 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S200 カレンダー画面 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-098,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S201 日カレンダータブ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S201 日カレンダータブ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_098@example.test、対象データ名は TC-E2E-098 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S201 日カレンダータブ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-099,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S202 週カレンダータブ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S202 週カレンダータブ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_099@example.test、対象データ名は TC-E2E-099 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S202 週カレンダータブ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-100,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S203 月カレンダータブ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S203 月カレンダータブ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_100@example.test、対象データ名は TC-E2E-100 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S203 月カレンダータブ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-101,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S301 定常タスク管理画面 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S301 定常タスク管理画面 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_101@example.test、対象データ名は TC-E2E-101 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S301 定常タスク管理画面 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-102,TD068,TV068,TA013,E2E自動,Regression,高,TD068 S302 定常タスク編集ダイアログ 主要経路,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,S302 定常タスク編集ダイアログ 主要経路。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_102@example.test、対象データ名は TC-E2E-102 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「S302 定常タスク編集ダイアログ 主要経路」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
